class,problem,code,answer
8,원 안에 그릴 수 있는 넓이가 16cm²인 가장 큰 마름모를 그렸습니다. 원의 반지름은 몇 cm일까요?,"a = 16
y = int((a * 2) ** (1 / 2) // 2)
print(y)",2
8,삼각형 50개와 사각형 60개가 있습니다. 이 도형들의 각은 모두 몇 개인지 구하세요.,"a = 3
b = 50
c = 4
d = 60
y = (a * b) + (c * d)
print(y)",390
1,"클립이 한 상자에 500개씩 들어 있다면, 14상자에 들어 있는 클립은 모두 몇 개일까요?","a = 500
b = 14
y = a * b
print(y)",7000
5,다음 17 - □ - 37 에서 규칙을 찾아 A에 들어갈 수를 구해보시오.,"a = 17
b = 37
c = a - b
y = b + c // 2
print(y)",27
1,주전자에 물이 4/6L 들어 있었습니다. 이 중 4/10만큼을 마셨다면 마신 물의 양은 몇 L인지 구하고 소수점아래 둘째자리까지 표기해보세요.,"a = 4/6
b = 4/10
y = a * b
print(""{:.2f}"".format(y))",0.27
3,"4 장의 수 카드 2, 3, 7, 9 가 있습니다. 카드를 3 장을 골라 한 번씩만 사용하여 만들 수 있는 가장 큰 세 자리 수와 남은 수 카드의 수의 곱은 얼마입니까?","from itertools import permutations

a = ['2', '3', '7', '9']
b = 3
c = list(map(''.join, permutations(a, b)))
d = max(c)
for i in d:
    a.remove(i)
e = a[0]
y = int(d) * int(e)
print(y)",1946
1,희수네 텃밭에서 고구마를 24000개 수확하여 한 상자에 120개씩 담았습니다. 감자를 담은 상자는 몇 상자입니까?,"a = 240000
b = 120
y = a // b
print(y)",2000
8,"정사각형 안에 가장 큰 원을 그렸을 때, 원의 반지름은 32센티미터라면, 정사각형의 한 변의 길이는 몇 센티미터 입니까?","a = 32
b = a * 2
y = b
print(y)",64
8,"네변의 길이의 합이 56cm인 정사각형 안에 가장 큰 원을 그렸을 떄, 그 원의 빈지름은 몇cm 입니까?","a = 4
b = 56
c = 2
y = (b // a) // c
print(y)",7
5,"수업 간에 남학생 5명과 여학생 6명으로 한 모둠을 만들었습니다. 여러 모둠이 모여 있을 때, 여학생이 30명이면 남학생은 모두 몇 명일까요?","a = 5
b = 6
c = 30
d = c // b
y = a * d
print(y)",25
7,들이가 2100 밀리리터 인 물통과 들이가 3200 밀리리터 인 주스 병에 물을 가득 채운 후 물통에 옮겨 담았더니 물통이 가득 찼습니다. 들이가 6000 밀리리터 인 수조와 물통 중 어느 것의 들이가 더 큽니까?,"a = 2100
b = 3200
c = 6000
dict = {'물통': a + b, '수조': c}
y = max(dict, key=dict.get)
print(y)",수조
1,고순이의 몸무게는 누나의  몸무게의 0.3배입니다. 누나의 몸무게가 62.6kg이라면 고순이의 몸무게는 몇 kg일까?,"a = 0.3
b = 62.6
y = a * b
print(y)",18.78
4,"숫자 909990 중에서, 숫자 0은 모두 몇 개인지 구하시오.","a = str(909990)
y = a.count('0')
print(y)",2
5,다음 식 A / 9 = 64 / 8를 만족하는 A를 구하시오.,"a = 9
b = 64 / 8
y = int(b * a)
print(y)",72
5,760cm은 Am Bcm라고 할 수 있습니다. A와 B의 합을 구하시오.,"a = 760
b = 100
c = a // b
d = a % b
y = c + d
print(y)",67
8,둘레가 72cm 인 정팔각형 다면 한 변은 몇 cm 입니까?,"a = 72
b = 8
y = a // b
print(y)",9
8,"평행사변형의 둘레가 38cm이고, 한 변의 길이가 6cm라면, 다른 변의 길이는 얼마입니까?","a = 38
b = 6
y = (a - 2 * b) // 2
print(y)",13
8,네 변의 길이의 합이 96cm인 직사각형의 가로가 25cm라면 세로는 몇cm인가요?,"a = 96
b = 25
y = (a - (b * 2)) // 2
print(y)",23
8,넓이가 20cm²인 원의 반지름의 길이가 두 배가 될 경우 넓이는 몇cm²인가요?,"import math

a = 20
b = 2
c = math.pi
y = int((((a ** 0.5) / c) * b * c) ** 2)
print(y)",80
3,"숫자 카드 1, 3, 5, 6, 8, 7를 한 번씩 사용하여 만들 수 있는 가장 작은 수는 몇인지 구하시오.","a = [1, 3, 5, 6, 8, 7]
a.sort()
b = list(map(str, a))
y = """".join(b)
print(y)",135678
3,1부터 10까지의 자연수 중에서 약수의 개수가 2개인 수는 몇 개인가요?,"a = 1
b = 10
c = 2
d = 0
for i in range(a, b + 1):
    e = 0
    for j in range(1, i + 1):
        if i % j == 0:
            e += 1
    if e == c:
        d += 1
y = d
print(y)",4
1,정후는 드라이브 전체 용량은 256GB입니다. 전체 용량을 똑같이 4로 나누어 사진을 담았습니다. 사진을 담은 용량은 몇 GB일까요?,"a = 256
b = 4
y = int(a / b)
print(y)",64
5,"세연이네 마을의 인구는 7000 명이고, 땅의 넓이는 12k제곱미터입니다. 세연이네 마을의 k제곱미터당 평균 인구는 몇 명입니까?","a = 7000
b = 12
y = a // b
print(y)",583
5,다음 식 55*4*A<61*30이 있습니다. 이를 만족하는 한 자리 수 A 중에서 가장 큰 수를 구해 보시오.,"a = 55
b = 4
c = 61
d = 30
y = 0
for i in range(1,9+1):
    if i < (c * d) / (a * b) :
        y = i
print(y)",8
8,지현이는 네 변의 길이의 합이 80cm 인 정사각형 모양의 색종이를 정삼각형의 한 변이 색종이의 한 변이 되도록 잘라서 가장 큰 정삼각형을 만들었습니다. 이 정삼각형의 둘레를 구하시오.,"a = 80
b = 4
c = 3
y = (a // b) * c
print(y)",60
8,긴변이 10cm 짧은변이 7cm인 직사각형 A와 한변의 둘레가 5cm인 정사각형 B가 있습니다. 두 사각형의 네 변의 길이의 합의 차를 구하시오.,"a = 10
b = 7
c = 5
d = 4
y = (a + b) * 2 - (c * d)
print(y)",14
1,"윤주와 친구들이 구슬 35개와 딱지를 각각 똑같이 나누어 가지려고 합니다. 한 명이 구슬 7개씩, 초콜릿은 6개씩 나누어 가졌더니 남는 것이 없었습니다. 처음에 있던 딱지는 몇 개입니까?","a = 35
b = 7
c = 6
y = (a // b) * c 
print(y)",30
7,여진이의 몸무게는 도준의 몸무게보다 무겁습니다. 하정이의 몸무게는 도준의 몸무게보다 가볍습니다. 보라의 몸무게는 여진이의 몸무게보다 무겁습니다. 그렇다면 누구의 몸무게가 가장 무거울까요?,"a = 0
b = 0
c = 0
d = 0
a = b + 1
c = b - 1
d = a + 1
dicts = {'여진': a, '도준': b, '하정': c, '보라': d}
y = max(dicts, key=dicts.get)
print(y)",보라
8,크기가 같은 마름모 10개의 둘레의 합이 200센티미터 입니다. 그렇다면 마름모 한 변의 길이는 몇 센티미터 인지 구하시오.,"a = 4
b = 10
c = 200
y = c // (b * a)
print(y)",5
6,51과 11의 차를 4으로 나누고 25을 더한 수를 구하시오.,"a = 51
b = 11
c = 4
d = 25
y = (a - b) // c + d
print(y)",35
4,"숫자 91,80,84,99가 있습니다. 이중에서, 6으로 나누어 떨어지는 숫자의 개수를 구하시오.","a = [90, 70, 30, 40]
b = 6
y = 0
for i in a:
    if i % b == 0:
        y += 1
print(y)",2
1,무화과을 이용하여 잼을 만들려고 합니다. 무화과가 한 상자에 157개씩 들어 있습니다. 9 상자에 들어 있는 무화과는 모두 몇 개일까?,"a = 157
b = 9
y = a * b
print(y)",1413
8,"60cm인 평행사변형의 한 변의 길이가 14cm일 때, 다른 변의 길이는 몇 cm인지 구하시오.","a = 60
b = 14
y = (a - 2 * b) // 2
print(y)",16
8,넓이가 130cm²인 직사각형의 가로가 13cm 이면 세로는 몇 cm 입니까?,"a = 130
b = 12
y = a // b
print(y)",10
7,"윤미, 효정, 민수는 감자밭에서 감자를 캤습니다. 딴 감자 전체의 1/5은 윤미가 캤고 효정이는 윤미가 딴 양의 3배를 캤고, 나머지는 민수가 캤습니다. 세 사람 중에서 누가 감자를 가장 많이 캤습니까?","a = 1 / 5
b = a * 3
c = 1 - (a + b)
dicts = {'윤미': a, '효정': b, '민수': c}
y = max(dicts, key=dicts.get)
print(y)",효정
1,"한 묶음에 32장씩 들어 있는 노트를 소연이는 4묶음 샀고, 수희는 7 묶음 샀습니다. 두 사람이 산 노트는 모두 몇 장일까?","a = 32
b = 4
c = 7
y = a * (b + c)
print(y)",352
1,양동이에 들어있는 20리터의 물의 1/4를 나무에 물을 주는 데 사용했다면 남은 물의 양은 몇 리터인가요?,"a = 20
b = 1/4
y = int(a * b)
print(y)",5
3,"숫자 카드 1, 3, 5, 6, 8, 2 중에서, 카드를 각각 한 번씩 사용하여 만들 수 있는 수 중 가장 큰 수를 구해 보시오.","a = [1, 3, 5, 6, 8, 2]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",865321
7,"민지는 초콜릿 50개를 상자 5개에 똑같이 나누어 담고, 윤선이는 초콜릿 72개를 상자 8개에 똑같이 나누어 담았습니다. 한 상자에 초콜릿을 더 많이 담은 사람은 누구입니까?","a = 50
b = 5
c = 72
d = 8
dicts = {'민지': a // b, '윤선': c // d}
y = max(dicts, key=dicts.get) 
print(y)",민지
1,열차가 3시간 동안 210 km를 달렸습니다. 이 열차가 일정한 빠르기로 달려왔다면 1 시간 동안 달린 거리는 몇 km 인지 구하시오.,"a = 3
b = 210
y = b // a
print(y)",70
1,은행에 예금한 돈 6788700원을 1만 원권 수표로 찾으려고 합니다. 1만 원권은 총 몇권이 되는지 구하시오.,"a = 6788700
b = 10000
y = int(a // b)
print(y)",678
4,연지는 동생의 나이만큼 6개의 초를 꽂았습니다. 연지는 동생보다 5 살이 더 많습니다. 연지의 나이는 몇 살인지 계산해보세요.,"a = 6
b = 5
y = a + b
print(y)",11
8,정육면체의 꼭짓점의 수와 모서리의 수의 합을 구하세요.,"a = 4
b = a * 2
c = a * 3
y = b + c
print(y)",20
7,"마트에서 여름철 생활용품을 팔고 있습니다. 부채가 1560개, 전기 모기향이 1200개, 모기장이 1430개 있습니다. 부채, 전기 모기향, 모기장 중 개수가 가장 많은 것은 무엇입니까?","a = 1560
b = 1200
c = 1430
dicts = {'부채': a, '전기 모기향': b, '모기장': c}
y = max(dicts, key=dicts.get)
print(y)",부채
8,"밑변이 13센티미터, 높이가 9센티미터인 평행사변형이 있습니다. 이 평행사변형의 넓이를 구하세요.","a = 13
b = 9
y = a * b
print(y)",117
8,"가로가 12cm, 세로가 16cm인 직사각형의 각 변의 가운데를 이어 만든 마름모의 넓이는 몇 cm²일까요?","a = 12
b = 16
y = a * b // 2
print(y)",96
1,다희는 150쪽인 만화책을 매일 15쪽씩 7일 동안 읽었습니다. 만화책을 모두 읽으려면 앞으로 몇 쪽을 더 읽어야 하나요?,"a = 150
b = 15
c = 7
y = a - b * c
print(y)",45
4,"53을 어떤 수로 나누면 나머지가 2이고, 56을 어떤 수로 나누면 나머지가 8입니다. 어떤 수가 될 수 있는 수를 구해 보세요.","import math
a = 53
b = 2
c = 56
d = 8
y = math.gcd(a - b, c - d)
print(y)",3
6,"어떤 수에 50을 곱해야 하는데 실수로 50을 더했더니 100이 되었다면, 바르게 계산한 결과는 얼마입니까?","a = 50
b = 100
y = (b - a) * a
print(y)",2500
8,"길이가 40cm인 철사를 겹치지 않게 사용하여 한 변의 길이가 9cm인 정사각형 1개를 만들었다면, 남은 철사의 길이는 몇 cm인지 구하시오.","a = 40
b = 9
c = 4
y = a - b * c
print(y)",4
1,"주화가 동화책을 어제까지 전체의 0.2 만큼 읽었고, 오늘은 어제까지 읽고 남은 부분의 0.5 만큼 읽었더니 100쪽이 남았다면, 주화가 읽고 있는 동화책은 전체 몇 쪽인지 구하시오.","a = 0.2
b = 0.5
c = (1 - a) * b
d = 1 - a - c
e = 100
y = int(e / d)
print(y)",250
1,빵 1개를 만드는데 205/15kg의 계란이 필요합니다. 이 빵을 15개 만든다면 몇kg의 계란이 필요할까요?,"a = 205/15
b = 15
y = int(a * b)
print(y)",205
1,우제는 하루에 0.6km씩 달리기를 합니다. 우제가 20일 동안 달린 거리는 몇 km인지 게산해보시오.,"a = 0.6
b = 20
y = int(a * b)
print(y)",12
4,"수 21, 40, 50 중에서 2개를 골라 곱한 값이 2000이라고 한다면, 두 수 중 더 작은 값은 얼마인가요?","from itertools import combinations

a = [21, 40, 50]
b = 2000
c = list(combinations(a, 2))
for i in c:
    if i[0] * i[1] == b:
        y = min(i[0], i[1])
        break
print(y)",40
8,"둘레가 60cm이고, 가로의 길이가 13cm인 직사각형이 있습니다. 이 직사각형의 세로는 몇 cm입니까?","a = 4
b = 60
c = 13
y = (b - (c * 2)) // 2
print(y)",17
1,(99＋49÷6－15)과 (95－12＋77÷11)을 계산하고 둘의 차이를 구해 보세요.,"a = 99 + 49 / 6 - 15
b = 95 - 12 + 77 / 11
y = int(a - b)
print(y)",2
3,1부터 9까지의 자연수 중에서 다음 식 17－80÷5＋3＞A를 만족하는 수는 모두 몇 개일까요?,"a = 17 - 80/5 + 3
b = 1
c = 9
y = 0
for i in range(b, c + 1):
    if i < a:
        y += 1
print(y)",3
1,명수는 시골 할머니 댁에서 포도를 55개 가져왔습니다. 다섯 집이 똑같이 나누어 먹으려고 합니다. 한 집에서 몇 개 씩 먹게 됩니까?,"a = 55
b = 5
y = a // b
print(y)",11
8,"가로가 20cm, 세로가 10cm인 직사각형의 각 변의 가운데를 이어 만든 마름모의 넓이는 몇 cm²일까요?","a = 20
b = 10
y = a * b // 2
print(y)",100
1,"달의 중력은 지구의 1/6이므로 달에서의 무게는 지구에서의 무게의 1/6입니다. 현진이 어머니의 몸무게는 57kg, 현진이의 몸무게는 21kg일 때 달에서의 몸무게는 현진이 어머니가 현진이보다 몇 kg더 무거운가요?","a = 1 / 6
b = 57
c = 21
y = int(a * b - a * c)
print(y)",6
8,"수영이는 가로가 15cm , 세로가 11cm 인 직사각형 모양의 천으로 걸레를 만들었습니다. 수영이가 사용한 천의 넓이는 몇 cm²입니까?","a = 15
b = 11
c = 4
y = a * b
print(y)",165
1,"진야는 가족들과 함께 낚시를 하러 갔습니다. 진야와 동생은 334 마리의 물고기를 잡았고, 부모님은 진야와 동생이 잡은 물고기 수보다 3배만큼 잡았습니다. 부모님이 잡은 물고기는 모두 몇 마리일까요?","a = 334
b = 3
y = a * b
print(y)",1002
7,용선이는 케이크를 똑같이 10 조각으로 잘랐습니다. 어제는 전체의 0.4 만큼 먹었고 오늘은 남은 양의 0.6 만큼 먹었습니다. 용선이는 어제와 오늘 중 언제 더 적은 양의 케이크를 먹었을까요?,"a = 10
b = 0.4
c = 0.6
dicts = {'어제': a * b, '오늘': a * b * c}
y = min(dicts, key=dicts.get)
print(y)",오늘
1,자동차로 230km를 가는 데 2시간이 걸렸습니다. 이 자동차가 230km를 가는 데 걸린 시간에 대한 간 거리의 비율을 구하세요.,"a = 360
b = 4
y = int(a / b)
print(y)",90
8,원의 지름이 5cm입니다. 원의 둘레는 몇 cm인가요? 원주율은 3.1로 계산합니다.,"a = 5
b = 3.1
y = a * b
print(""{:.2f}"".format(y))",15.50
8,원 모양의 돌림판을 10바퀴를 굴렸더니 움직인 거리가 628센티미터 였습니다. 돌림판의 반지름은 몇 센티미터 입니까? 원주율은 3.14로 계산합니다.,"a = 2
b = 3.14
c = 10
d = 628
y = int(d / (a * b * c))
print(y)",10
5,"어떤 수를 8로 나누었더니 몫은 6 , 나머지는 3이 나왔습니다. 어떤 수를 구하시오.","a = 8
b = 6
c = 3
y = a * b + c
print(y)",51
1,쿠키 55개와 머핀 45개를 최대한 많은 모둠에게 남김없이 똑같이 나누어 주려고 합니다. 몇 모둠에 나누어 줄 수 있습니까?,"import math

a = 55
b = 45
y = math.gcd(a, b)
print(y)",5
1,벽돌로 만든 막내 오징어네 집에 페인트 칠을 하기 위해 노란색 페인트 2L와 파란색 페인트 5L를 섞어 초록색 페인트를 만들었습니다. 그중에서 3L 800mL를 사용했다면 남은 초록색 페인트는 몇 mL일까요?,"a = 2000
b = 5000
c = 3800
y = a + b - c
print(y)",3200
1,"852, 456 두 수를 더한 값을 구해보시오.","a = 852
b = 456
y = a + b
print(y)",1308
4,"분수 4/6, 2/11, 3/16, 13/14 중에서, 가장 큰 분수를 소수로 나타내세요.","a = [4/6, 2/11, 3/16, 13/14]
y = max(a)
print(""{:.2f}"".format(y))",0.93
4,"2/3, 4/5, 6/7 중 가장 큰 분수에서 가장 작은 분수를 뺀 값을 소수점 아래 둘째자리까지 나타내보세요.","a = 2/3
b = 4/5
c = 6/7
d = [a, b, c]
y = max(d) - min(d)
print(""{:.2f}"".format(y))",0.19
6,어떤 수에 6을 곱해야 할 것을 실수로 6을 뺐더니 48이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 6
b = 6
c = 48
y = (c + b) * a
print(y)",324
3,"숫자 5, 3, 1, 0, 9가 있습니다. 이중에서 서로 다른 숫자 4개를 뽑아 만들 수 있는 세 자리 수 중에서 가장 작은 수를 쓰시오.","from itertools import permutations

a = ['6', '4', '1', '0', '9']
b = 4
c = list(map(''.join, permutations(a, b)))
c.sort()
for i in c:
    if i[0] != '0':
        y = i
        break
print(y)",1046
8,반지름이 3cm인 원 모양의 바퀴 자를 사용하여 학교 정문에서 공원까지의 바퀴 자가 80바퀴 돌았다면 학교 정문에서 공원까지의 거리는 몇 cm인지 구해 보세요. (원주율: 3.14),"a = 3
b = 80
c = 3.14
y = int(2 * a * c * b)
print(y)",1507
6,어떤 수에 80를 더해야 할 것을 8을 곱했더니 64가 되었습니다. 바르게 계산하면 얼마입니까?,"a = 80
b = 8
c = 64
y = c // b + a
print(y)",88
1,"원 모양의 호수 둘레에 52개의 벤치를 10m간격으로 일정하게 설치했습니다. 벤치를 설치한 호수의 둘레는 몇m 입니까? (단, 벤치의 길이는 생각하지 않습니다.)","a = 52
b = 10
y = a * b
print(y)",520
4,100과 250의 최대공약수와 최소공배수를 합한 값을 구하시오.,"import math

a = 100
b = 250
c = math.gcd(a, b)
d = a * b // c
y = c + d
print(y)",550
